Bricks,Edges,Ours,Baseline
195,108,0.8680059089660644,29.38245514315284
197,19,0.15599589538574218,30.233943114028094
200,28,0.2279982795715332,31.54067625582784
201,15,0.12500011444091796,31.985181041496787
202,138,1.1080009021759034,32.43167428669401
203,46,0.37200733947753906,32.88317855888297
207,30,0.24502848625183105,34.73056168693718
207,29,0.23600710105895997,34.72954030174431
209,48,0.3890005912780762,35.67815854128197
210,74,0.5970134658813476,36.15814996635947
211,10,0.0850199031829834,36.64226673991474
215,64,0.5170005912780762,38.620321061082336
218,26,0.2130172805786133,40.14804614940005
218,50,0.4049989223480225,40.14802779116946
219,83,0.6690058364868164,40.66576446226424
221,144,1.1570055980682374,41.71405788971795
221,144,1.1580126781463624,41.715064969796074
221,16,0.13302467155456543,41.71407696320428
221,37,0.3010840377807617,41.714136329430474
222,9,0.0770034523010254,42.2446508416535
223,18,0.1500093402862549,42.780571439492455
224,113,0.909007266998291,43.31881924739038
224,77,0.621007266998291,43.31881924739038
225,6,0.0539661865234375,43.863378764666535
226,64,0.5170101280212402,44.410389551839835
228,142,1.1405852661132814,45.51905918156891
228,72,0.5819986114501954,45.52047252690583
228,53,0.4290063133239746,45.51948022877961
231,139,1.116990816116333,47.21624082286554
231,36,0.29300631332397464,47.21625632007318
231,144,1.1580126781463624,47.217262684895566
234,133,1.0700057640075684,48.954164121272505
235,24,0.19730505180358887,49.54142314414422
236,142,1.1420005187988282,50.13459916060914
236,60,0.4854938793182373,50.13409252112855
237,85,0.6869971084594727,50.73261249761135
237,136,1.0946087245941163,50.73222411374599
238,127,1.021448341369629,51.332632046181416
239,79,0.6383431262969971,51.93966207256807
240,116,0.9339986114501954,52.55003506956085
240,9,0.07763669204711915,52.54967315015777
242,117,0.9420098171234131,53.785289424265
242,100,0.8059993267059327,53.78527893384752
244,23,0.19000647926330566,55.039042132258416
244,96,0.7750013999938965,55.04003705298901
245,78,0.6299998035430908,55.67289404198797
245,91,0.7350004463195801,55.67389468476446
246,54,0.4380000419616699,56.31142693640426
246,10,0.08500750541687012,56.31043439985946
246,75,0.606007194519043,56.31143408896163
246,91,0.735007360458374,56.312434254900964
247,14,0.11851836395263672,56.95516724100117
247,60,0.48699996948242186,56.955648846530956
248,161,1.2951251392364502,57.603700569161084
249,124,0.9980892105102539,58.25531099490497
252,91,0.7340064792633056,60.24163826604788
253,24,0.19899901580810547,60.91430843199191
254,91,0.7337201385498047,61.58950295934436
256,147,1.1840657005310058,62.95924327837058
256,121,0.9750021152496338,62.95817969308921
259,111,0.8949985389709473,65.04561514312624
259,107,0.8630071220397949,65.04562372619509
259,39,0.3190052146911621,65.04562181884646
260,111,0.8954198246002197,65.75160239812794
261,74,0.599098913192749,66.46174909240673
263,59,0.4795526237487793,67.89790321642239
263,168,1.3502520503997804,67.8966026430734
263,103,0.8310011615753174,67.89735175424893
264,111,0.8959944133758545,68.62360793157781
266,72,0.5819983730316163,70.08703838837357
266,76,0.6149963932037353,70.08803640854569
267,48,0.39200061225891114,70.82923424846487
268,121,0.9749994926452636,71.57343367856495
269,140,1.127007122039795,72.32366378295359
269,90,0.7270126056671142,72.32366926658091
270,58,0.4709994926452637,73.07891553907695
270,137,1.1039994201660157,73.0799154665977
271,68,0.5509983005523682,73.83922561713177
271,120,0.9691192722320556,73.84134658881146
272,144,1.159507085800171,74.60511252017533
273,162,1.304000373840332,75.37606572563861
273,60,0.4879984664916992,75.37606381828998
276,12,0.10404901123046875,77.71813426829362
276,157,1.2639998970031738,77.71808515406633
276,60,0.48700211524963377,77.71708737231279
276,140,1.1269980621337892,77.71708331919695
277,69,0.5600280303955079,78.50904970410464
277,104,0.8400008506774903,78.50902252438662
278,74,0.6000101490020752,79.30512463498964
279,61,0.4962223415374756,80.10660092219128
280,34,0.2800041885375977,80.91283302229468
280,51,0.41542101669311526,80.9122498504502
280,113,0.9119958438873291,80.91282467764441
281,122,0.985007453918457,81.72548756460503
281,118,0.9530117454528809,81.72549185613946
281,131,1.0560065727233887,81.72448668340996
281,71,0.5754307918548585,81.72391090254143
282,117,0.9439922676086426,82.54133953382569
283,114,0.9199910755157471,83.36343622006996
283,137,1.1040018043518067,83.36344694890602
283,123,0.9930053081512451,83.36445045270546
284,129,1.040530855178833,84.19131943455847
284,149,1.1999975128173828,84.19078609219702
285,82,0.6640080032348633,85.0234003971302
286,68,0.550995439529419,85.86026684039761
286,23,0.19200299644470215,85.8612743973129
287,49,0.39999822807312013,86.70443863074675
287,80,0.6490069770812988,86.70544737975493
287,39,0.3199996585845947,86.70444006125823
287,155,1.247941484451294,86.70438188712492
288,109,0.8799991817474365,87.55291337308684
288,78,0.6339985599517822,87.55491275129118
289,48,0.3920866813659668,88.40679422995473
289,148,1.1925046291351318,88.40721217772389
290,33,0.2719922676086426,89.26582751349201
290,73,0.5922767009735107,89.26611194685688
290,38,0.3119975128173828,89.26583275870075
290,161,1.2959984664916993,89.26583371237507
292,176,1.4160080032348632,91.00016069863736
293,175,1.409751319885254,91.87712325950949
293,170,1.3690041160583497,91.87637605568258
293,150,1.2080001354217529,91.87537207504599
294,123,0.9925241794586181,92.75650868742797
296,131,1.0570019702911377,94.53445046045526
296,65,0.529026050567627,94.53447454073175
296,127,1.0249991092681885,94.53444759943231
296,148,1.193526491165161,94.53497498132928
296,179,1.4410072154998779,94.534455705664
297,148,1.1940228786468505,95.4323521942417
297,174,1.4020064277648927,95.43233574335974
297,179,1.441009838104248,95.4313391536991
297,44,0.36099958610534666,95.4313289017002
298,164,1.3209645385742188,96.33362682696632
298,167,1.3620496139526368,96.35071190234474
299,168,1.353004831314087,97.24146692085625
299,83,0.6720003738403321,97.2404624633825
301,134,1.0810157985687256,99.07353665020527
302,154,1.2410808868408203,99.99789001230326
302,58,0.47332812690734866,99.99813725236979
303,153,1.233014368057251,100.92763722153967
303,192,1.5462267265319825,100.9288495800144
304,145,1.1690057849884032,101.86298245281473
304,96,0.7769995861053467,101.86297625393168
304,93,0.7530146064758301,101.86299127430216
304,149,1.2010024471282958,101.86297911495463
305,94,0.7610022087097168,102.8038873996787
305,141,1.1370155601501466,102.80390075111913
305,162,1.304995532989502,102.80388072395849
306,241,1.937005308151245,103.75036834391943
306,147,1.1860011825561523,103.75136421832434
307,46,0.37800261306762695,104.70342741857043
307,61,0.4979987983703613,104.70342360387316
307,120,0.9690014934539795,104.70242629895678
308,153,1.2330000629425049,105.66008515685249
308,138,1.1141540088653565,105.66123910277534
310,118,0.9540069046020508,107.59326645880878
310,195,1.5699992752075196,107.59325882941425
310,90,0.7300083351135254,107.59326788932026
311,126,1.018012149810791,108.56781501600801
311,170,1.3700185871124269,108.56782145330965
311,172,1.3849983940124513,108.56680126020967
312,70,0.5700107192993165,109.54801369643472
312,93,0.7539947452545166,109.54799772238992
313,147,1.1849993476867675,110.53287378129154
314,155,1.2501327896118164,111.52556456247882
315,166,1.3379997520446778,112.52268927494242
316,171,1.378002613067627,113.5256648154896
316,190,1.5299120140075684,113.52557421642955
317,23,0.19299362564086914,114.53335794659033
317,162,1.3059918842315674,114.53435620518103
318,140,1.1299501609802247,115.54876053978977
318,135,1.0893164443969727,115.54812682320652
318,163,1.314007381439209,115.54881776024875
318,109,0.8830015869140625,115.5498119657236
319,136,1.099084794998169,116.57009966218409
320,179,1.442120391845703,117.59511265999687
321,22,0.18699872589111327,118.6277557805922
321,199,1.601913444519043,118.62667049922013
322,66,0.5379995136260987,119.66432320441461
323,146,1.1781938247680663,120.70790045612543
324,234,1.8821816654205323,121.75710198779653
324,189,1.5231348628997803,121.75805518527578
324,133,1.0745335712432862,121.75745389361929
324,153,1.2339997520446777,121.75692007442068
324,69,0.5621811885833741,121.75710151095937
325,155,1.2499995136260986,122.81197871449687
325,187,1.5060054740905762,122.81198467496135
325,128,1.0349331607818604,122.81291236165264
326,32,0.26600118255615235,123.87289887751494
327,186,1.4986048583984375,124.94029508227972
327,71,0.5780078582763672,124.93969808215765
328,183,1.4739925994873047,126.01236379752308
328,186,1.498012149810791,126.01238334784657
328,74,0.603005163192749,126.01337636122852
328,181,1.4589567642211914,126.01332796225697
328,233,1.8930529727935792,126.03142417082935
329,166,1.339007308959961,127.09196232796884
330,87,0.7060004673004151,128.1754565469088
330,156,1.258998249053955,128.17645432866235
331,85,0.6910058784484864,129.26689464234371
332,180,1.4515072727203369,130.36377471993575
332,224,1.8029946727752686,130.36326211999068
332,87,0.706007381439209,130.36227482865462
333,167,1.347005163192749,131.4656116594242
333,135,1.0909944343566895,131.46560093058815
333,205,1.6515041732788087,131.46611066951027
333,174,1.4032171173095704,131.46582361354103
334,56,0.4779344062805176,132.5928546752344
334,144,1.1645157833099367,132.57543605226383
334,134,1.0830063552856446,132.57392662423953
336,171,1.3800062828063966,134.809535657293
336,137,1.1076255283355714,134.80915490282217
338,123,0.9990020122528076,137.071211468289
339,166,1.3390058784484864,138.2056177952458
340,100,0.811375904083252,139.3504509734495
340,186,1.4989360218048096,139.35001109117107
340,222,1.7879991302490235,139.35107419961528
340,216,1.7405157833099365,139.3515908526762
341,193,1.5560022296905518,140.50161544174128
341,244,1.9640041370391845,140.5016173490899
341,154,1.2437430686950683,140.5013562807458
341,193,1.5570093097686768,140.5026225218194
341,164,1.3230058784484864,140.5006190904992
342,252,2.028965440750122,141.6592060755001
342,252,2.026997533798218,141.6572381685482
343,190,1.5320084285736084,142.82098004755812
344,207,1.667997699737549,143.98981813766318
345,64,0.5250031108856201,145.16580446730993
346,123,0.995995792388916,146.3459244234294
346,166,1.339901617050171,146.34583024809066
346,176,1.419080503463745,146.34500913450424
346,96,0.7796972923278809,146.34562592336837
346,85,0.692007474899292,146.34593610593978
347,184,1.4845212669372558,147.53373777700904
347,110,0.8922973918914795,147.53351390196326
348,42,0.3480015144348145,148.72668074801692
348,213,1.7160234489440918,148.7267026825262
348,252,2.0280067596435547,148.72668599322566
348,86,0.7000005607604981,148.7266797943426
349,163,1.3156465091705323,149.9259775426008
349,223,1.7960060443878174,149.9263370778181
350,180,1.4520134353637695,151.1321995686619
350,160,1.2920255947113037,151.13221172800942
351,252,2.028000799179077,152.34425954789782
351,120,0.9720265483856201,152.34428529710436
351,194,1.5640067596435547,152.3442655083623
351,78,0.6360024681091309,152.34426121682787
351,147,1.189519287109375,152.34577803582812
352,208,1.676096405029297,153.56265949213358
354,246,2.00505358505249,156.04297730703348
354,68,0.5560062828063965,156.0179300047874
355,110,0.8925291347503662,157.25553752769153
356,207,1.6691816864013673,158.4995632222603
356,189,1.5250071640014649,158.4993886998604
356,244,1.9640055675506591,158.49838710340958
356,181,1.4614484767913818,158.4998300126503
356,214,1.7239740962982177,158.49835563215714
357,242,1.9486607418060302,159.74871805976105
357,62,0.5090054950714111,159.74906281302643
358,128,1.0370198001861572,161.00506969867942
358,102,0.8281016502380372,161.0041515487313
358,146,1.1808397941589355,161.0048896926522
359,211,1.6999996070861816,162.26637303589365
359,211,1.701275146484375,162.26764857529184
359,44,0.36517596435546873,162.26754939316294
360,221,1.7799960308074951,163.53503808313508
360,145,1.1738778686523437,163.53691992097993
360,159,1.2840058059692383,163.53504785829682
360,211,1.7009978656768798,163.53603991800446
360,71,0.581007402420044,163.53604945474763
360,151,1.2200007991790771,163.53504285150666
361,97,0.7889976272583008,164.8110675318649
361,121,0.9966803245544433,164.82675022916104
363,210,1.6929587650299072,167.38021856345446
363,240,1.9350132179260253,167.38227301635058
363,194,1.565007640838623,167.38026743926318
363,157,1.2690069255828857,167.38026672400744
364,232,1.869998031616211,168.67544810353508
364,220,1.7730071640014649,168.67445723592033
366,107,0.8703101215362549,171.28340191516565
366,109,0.8853965015411377,171.28248829517054
367,187,1.5090064487457275,172.59557787598456
367,112,0.9089990577697754,172.5955704850086
367,90,0.7329919052124023,172.59556333245123
369,40,0.33399946212768555,175.24291810781295
369,242,1.9499548778533935,175.24287352353866
369,163,1.318007329940796,175.24292597562606
370,187,1.509998031616211,176.57581240142645
370,229,1.8458118267059327,176.57562619651617
371,250,2.015007257461548,177.91621750813704
371,148,1.198000415802002,177.9152106664775
372,226,1.8219930248260499,179.2611133637092
372,154,1.2459944553375244,179.26111479422067
373,118,0.958012098312378,180.61357077577506
373,236,1.9019939785003663,180.61355265596305
373,242,1.949956069946289,180.61351474740897
374,98,0.7980006542205811,181.97253995611624
374,87,0.7100075683593751,181.97254687025503
375,24,0.20606264305114746,183.33813888319108
375,221,1.7820023231506348,183.33807856329057
376,241,1.9419222145080566,184.71010572716168
376,212,1.7112580738067626,184.71144158646038
376,263,2.1174572982788087,184.70964081093243
379,204,1.6459958858489991,188.86606331425176
379,121,0.982007568359375,188.86607499676214
379,72,0.5900075683593751,188.86607499676214
379,51,0.42092562484741214,188.86499305325017
380,172,1.3900101909637452,190.26460628438525
381,142,1.1500364170074464,191.66980150034914
382,125,1.0149991512298584,193.08258752535278
382,152,1.2300070915222168,193.08159546564514
383,93,0.7589939060211182,194.50107384041146
383,34,0.286007568359375,194.50008750274972
384,156,1.2640002708435059,195.92725399630095
384,87,0.7100061378479005,195.92525986330534
387,170,1.375007495880127,200.24201548327932
387,92,0.7509996280670166,200.2420076154662
388,98,0.7980001773834229,201.69305034675213
389,161,1.3029974822998047,203.15284176212953
391,231,1.862953374862671,206.0906973256182
391,314,2.5269993896484375,206.09074334040398
392,255,2.0550060653686524,207.5698833909909
392,192,1.5500008926391602,207.5688782182614
393,171,1.3829996280670167,209.05581788589507
394,115,0.9349919986724854,210.54857263548203
394,96,0.783000581741333,210.54858121855088
395,209,1.6880932540893554,212.04927159902618
396,99,0.8069984359741211,213.55462369350892
396,186,1.5035227184295654,213.55514797596436
397,247,1.9919990787506103,215.06893432165523
397,107,0.8720050392150879,215.0689402821197
397,140,1.1355155658721925,215.06845080877682
397,163,1.320010046005249,215.06894528890987
399,179,1.4480191059112548,218.11621897608467
399,192,1.551516757965088,218.1157166281385
399,105,0.8551147842407226,218.11531465441414
400,93,0.7590001049041748,219.64918231865136
400,68,0.5602086486816407,219.65039086242882
401,200,1.6160033702850343,221.19108640376908
401,259,2.0882086486816407,221.19129168216568
402,94,0.7679900188446045,222.73890618172823
403,124,1.0079921646118164,224.29368759315918
404,91,0.7440648822784424,225.85549953247823
406,75,0.6156450271606445,228.9994932332655
406,255,2.0560062313079834,228.99985443741284
408,263,2.1210059204101563,232.17327317203527
408,194,1.568118049621582,232.1723853012467
409,121,0.984993761062622,233.77000707087402
410,125,1.0163955688476562,235.37319766789778
411,107,0.8730433521270752,236.98469074361932
411,82,0.6730125961303711,236.98465998762262
412,237,1.9133895359039308,238.60295248847623
412,88,0.7200002708435058,238.6015632234158
413,156,1.265371654510498,240.22793419553832
413,104,0.8480219669342042,240.22658450796203
413,60,0.49700949668884276,240.22757203771667
414,237,1.9130071125030519,241.85966702142213
415,128,1.0420823802947998,243.49995118194306
418,96,0.7852889232635498,248.4595909066835
420,137,1.1130061588287354,251.80207292213183
420,219,1.7690114040374756,251.80207816734057
421,175,1.4179991722106935,253.48523226028743
426,131,1.0660001258850098,262.0044519646686
428,108,0.8820068016052246,265.46298212757796
428,169,1.3700079936981202,265.46298331967085
429,130,1.0590069675445557,267.2041921180283
429,128,1.0430083980560303,267.20419354853976
430,126,1.025613410949707,268.9503253057373
430,78,0.643000768661499,268.9517126634491
432,137,1.113784357070923,272.4675550592237
432,70,0.5779977416992188,272.467768443852
435,229,1.8508803672790528,277.79945700889965
435,129,1.0499996490478516,277.79857629066845
436,97,0.7955140838623047,279.5918052371829
437,116,0.9469998149871827,281.39041775721813
438,107,0.8739998874664306,283.1959704932126
440,226,1.8263234214782715,286.83173133655635
441,138,1.1239990272521974,288.66231875189567
441,350,2.8188250541687014,288.6611447788122
442,138,1.1230072059631349,290.4977189423083
443,225,1.8199589729309082,292.34255648957003
444,144,1.170993139266968,294.1929837651106
445,224,1.812007848739624,296.0529124668963
445,107,0.8762949047088623,296.05319952286555
445,207,1.6750067291259767,296.05191134728267
445,150,1.2204007625579834,296.0533053807147
446,140,1.1389013481140138,297.91825438978594
446,235,1.899930124282837,297.91928316595477
447,210,1.7001435089111328,299.79349294730656
449,216,1.7474940567016601,303.5635343458527
449,167,1.35599831199646,303.5640386011475
451,198,1.6029998149871827,307.3640852003259
452,157,1.276005464553833,309.277030030821
452,205,1.6600061798095704,309.2770307460767
453,208,1.6850156440734865,311.1976084895838
454,206,1.6679973583221437,313.1238010812367
457,175,1.4199995040893556,318.95142635735795
458,153,1.2450003852844238,320.9103433881232
459,78,0.6440095176696777,322.87497867840193
459,211,1.7088597183227539,322.875828879055
460,240,1.9415029716491699,324.84982176292596
460,146,1.1885070972442626,324.84882588852105
462,147,1.196524501800537,328.8187668001178
463,159,1.2919995040893555,330.8148425782914
463,318,2.5655234756469727,330.816366549849
466,360,2.901996259689331,336.853359025119
467,151,1.229008014678955,338.88016122959874
467,249,2.0130113525390625,338.88016456745885
467,191,1.5491470127105713,338.88030022763036
467,91,0.7489991931915283,338.8801524081113
467,240,1.9420000743865966,338.8811532893064
468,158,1.2850063457489014,340.91578098754786
469,177,1.437517515182495,342.959757973332
470,156,1.2699974517822266,345.0115615221059
470,329,2.6541447944641114,345.0117088647878
471,226,1.8300115184783936,347.070770397436
472,343,2.765993160247803,349.1378314392341
474,120,0.9819995975494384,353.29570400209906
475,208,1.6870021476745607,355.3875200392533
475,230,1.8620949649810792,355.3866128565598
476,229,1.8540067501068116,357.48527624312715
478,78,0.6469990482330322,361.7076395483415
478,304,2.453919250488281,361.70655975059674
478,213,1.7270774879455566,361.707717988054
479,76,0.630416353225708,363.82970297544074
479,102,0.8395176086425782,363.8308042308576
480,301,2.432006128311157,365.9619304199936
484,180,1.4630071544647216,374.56366439971964
484,261,2.112144411087036,374.56480165634196
484,166,1.3509923725128175,374.56364961776774
485,84,0.6949911804199219,376.7344438850216
486,181,1.4704299430847168,378.9127496369045
486,321,2.5905110054016114,378.9128306992214
488,234,1.8956408710479737,383.2959623719326
488,282,2.279000240325928,383.29532174121056
488,230,1.8631370925903321,383.29545859347496
488,146,1.1919999294281005,383.29632143031273
488,246,1.9910648517608642,383.2953863526455
489,30,0.26469682693481444,385.50017975149495
490,260,2.1039989757537843,387.7107680655455
491,139,1.1359994525909425,389.9301927384666
492,124,1.0163327617645264,392.1581015584504
493,234,1.897002956390381,394.3945118570761
494,217,1.7595223770141601,396.6369492479564
494,185,1.5040001678466797,396.6374270387889
495,130,1.0629995250701905,398.88853550020906
495,277,2.240040222167969,398.88957619730684
498,326,2.6319999294281007,405.6951426171536
498,166,1.351573398590088,405.69471608631557
499,227,1.8400001678466797,407.98014906514965
499,185,1.5045256423950195,407.980674539698
500,217,1.7599994525909424,410.2734119515315
501,290,2.3447118473052977,412.5756585755983
501,155,1.2630982303619385,412.57404495865495
501,199,1.6168792171478272,412.57582594544084
501,42,0.36209920501708986,412.5770459333101
502,141,1.1518564014434816,414.8846212171655
503,236,1.9128367786407472,417.2037167649492
504,184,1.4959920616149902,419.52929752148077
504,218,1.7713151397705078,419.5326205996363
505,246,1.9929998569488525,421.86505430790055
505,236,1.9130062942504884,421.8650607452022
506,151,1.2330060558319091,424.208146224713
506,127,1.0410000953674317,424.2081402642485
507,310,2.505007724761963,426.55958354250055
509,209,1.6979990692138671,431.2885487677128
510,248,2.009006055831909,433.6641203683622
510,235,1.9050065326690675,433.66412084519936
510,247,2.001460958480835,433.66457527101113
512,206,1.6731896381378175,438.4426544424784
516,262,2.123000904083252,448.10242055409367
518,343,2.7700064601898196,452.98124102617413
518,182,1.481627851486206,452.9808624174705
519,87,0.7220000228881837,455.43389744037484
519,354,2.859111768722534,455.4350091862092
520,408,3.2898188247680666,457.8949002073903
521,269,2.179324438095093,460.3661240316236
526,77,0.6430006656646728,472.8428642722515
526,91,0.7550068645477295,472.8428704711346
527,142,1.1630063877105714,475.36406917273143
534,321,2.5969993286132813,493.25671801121734
535,263,2.131993440628052,495.84628584238334
536,81,0.6790642719268799,498.44866102110586
537,185,1.5087859439849853,501.0544307215683
538,134,1.1002926559448243,503.67074219075204
539,21,0.19701434898376466,506.29703841281423
539,225,1.8290982723236084,506.2971223361541
539,132,1.0850002822875977,506.29702434611806
547,203,1.6528050174713136,527.6187006610688
550,161,1.3189362411499024,535.7628105241273
550,92,0.7659992561340332,535.7618735391114
550,238,1.933017448425293,535.7608917314027
557,319,2.5823564071655274,555.0731931715619
562,297,2.407231641769409,569.1378539692471
562,270,2.190019998550415,569.1366423260281
564,285,2.3102412509918215,574.8258568775508
565,324,2.623808614730835,577.6855752584387
566,93,0.774519962310791,580.5515577574374
566,332,2.688008171081543,580.5530459662082
569,170,1.392005786895752,589.2097069309185
569,378,3.056083749771118,589.2097848937939
570,393,3.1762599411010743,592.113841839874
572,157,1.304494577407837,597.9654048081344
573,391,3.1595299034118653,600.8799134837698
573,239,1.9437490100860597,600.880132590444
573,370,2.9919948196411132,600.880378399999
574,424,3.425151388168335,603.8222316146993
574,229,1.864951593399048,603.82203181993
577,446,3.6000191383361817,612.6986578098041
578,325,2.633547878265381,615.6779050868516
579,516,4.160771348953247,618.664134721232
592,111,0.9215452556610108,658.34700468711
594,500,4.034633159637451,664.5943334533921
595,100,0.8343883037567139,667.7314417466662
595,312,2.5304812870025635,667.731534729912
602,216,1.763428524017334,689.9608239644399
606,418,3.380005973815918,702.8741177511616
606,327,2.6700831089019776,702.8921948862477
608,208,1.699693645477295,709.3879877424891
608,398,3.2210023250579836,709.3892964220698
611,287,2.3330182991027835,719.2331525044074
613,426,3.4470079021453857,725.8462283222063
617,123,1.020999225616455,739.1833122946052
621,179,1.4689932651519775,752.678969635974
623,299,2.4292569561004638,759.4860326110386
623,325,2.638003444671631,759.4867790996097
625,152,1.2526363525390625,766.3316581899528
625,516,4.16627977180481,766.3333016092186
633,288,2.3425107994079593,794.115010895862
637,362,2.9340001068115233,808.2445508275359
